antecedent;consequent;support;confidence
come many;good like;0.0026580823407083066;0.24539594843462245
come like many;good;0.0026580823407083066;0.5350062735257214
come many good;like;0.0026580823407083066;0.5344697919278015
like many good;come;0.0026580823407083066;0.22210646942389833
well maybe;good one;0.002752835744973706;0.3122613491726771
well maybe one;good;0.002752835744973706;0.6155561750766657
well maybe good;one;0.002752835744973706;0.5455893254262416
maybe one good;well;0.002752835744973706;0.3404255319148936
order usually;good food;0.002269094681092457;0.3143350604490501
order food usually;good;0.002269094681092457;0.569283703472005
order usually good;food;0.002269094681092457;0.6150726596823252
food usually good;order;0.002269094681092457;0.28344494627005135
order maybe;back go;0.001871379734241636;0.23645242596093258
order maybe back;go;0.001871379734241636;0.541095890410959
order maybe go;back;0.001871379734241636;0.5584077380952381
maybe back go;order;0.001871379734241636;0.2943137254901961
need clean like;even;0.0007343388830568445;0.3567534827377347
need clean even;like;0.0007343388830568445;0.5296762589928058
need clean like;work;0.0004351176064292678;0.2113870381586917
need clean work;like;0.0004351176064292678;0.4690860215053763
clean like work;need;0.0004351176064292678;0.20481220657276994
need clean even;work;0.00033288367024817913;0.24010791366906478
need clean work;even;0.00033288367024817913;0.3588709677419355
clean even work;need;0.00033288367024817913;0.21497584541062803
need like even;work;0.0013801581384446976;0.2192513368983957
need like work;even;0.0013801581384446976;0.40050651230101303
need even work;like;0.0013801581384446976;0.5286532951289398
like even work;need;0.0013801581384446976;0.2141613464886825
clean like work;even;0.000796676649020923;0.375
clean even work;like;0.000796676649020923;0.5144927536231884
half going really never;great;0.00024187053194062454;0.40082644628099173
half going really great;never;0.00024187053194062454;0.3035993740219093
half going never great;really;0.00024187053194062454;0.44495412844036697
half really never great;going;0.00024187053194062454;0.30124223602484473
going hard water;really get;0.0001521041489523515;0.3407821229050279
going really hard water;get;0.0001521041489523515;0.6971428571428571
going get hard water;really;0.0001521041489523515;0.5495495495495495
really get hard water;going;0.0001521041489523515;0.3446327683615819
going take order long;never;0.00036031228727237364;0.39054054054054055
going take order never;long;0.00036031228727237364;0.28140214216163584
going take long never;order;0.00036031228727237364;0.3572311495673671
going order long never;take;0.00036031228727237364;0.4128571428571428
take order long never;going;0.00036031228727237364;0.3404004711425206
really tour needed;us one;3.241563830132081e-05;0.30588235294117644
us tour needed;really one;3.241563830132081e-05;0.208
tour needed one;really us;3.241563830132081e-05;0.2113821138211382
really us tour needed;one;3.241563830132081e-05;0.5652173913043478
really tour needed one;us;3.241563830132081e-05;0.5652173913043478
us tour needed one;really;3.241563830132081e-05;0.3999999999999999
really tour needed;us great;2.7428617024194534e-05;0.25882352941176473
tour needed great;really us;2.7428617024194534e-05;0.23157894736842105
really us tour needed;great;2.7428617024194534e-05;0.4782608695652174
really tour needed great;us;2.7428617024194534e-05;0.6470588235294118
us tour needed great;really;2.7428617024194534e-05;0.3728813559322034
really us tour;great one;0.00016581845746444876;0.2043010752688172
really tour one;us great;0.00016581845746444876;0.20524691358024688
really us tour one;great;0.00016581845746444876;0.4767025089605734
really us tour great;one;0.00016581845746444876;0.41562499999999997
really tour one great;us;0.00016581845746444876;0.4749999999999999
us tour one great;really;0.00016581845746444876;0.3970149253731343
really us needed;great one;0.0006221309043215032;0.2419980601357905
really us needed one;great;0.0006221309043215032;0.4381035996488147
really us needed great;one;0.0006221309043215032;0.5429815016322089
really needed one great;us;0.0006221309043215032;0.40080321285140563
us needed one great;really;0.0006221309043215032;0.4423758865248227
really fun maybe;well one;0.00019948085108505116;0.24242424242424243
fun well maybe;really one;0.00019948085108505116;0.36363636363636365
fun maybe one;really well;0.00019948085108505116;0.21978021978021978
really fun well maybe;one;0.00019948085108505116;0.7048458149779736
really fun maybe one;well;0.00019948085108505116;0.4278074866310161
fun well maybe one;really;0.00019948085108505116;0.5818181818181818
really fun maybe;good well;0.00019075356385008017;0.23181818181818184
fun well maybe;really good;0.00019075356385008017;0.3477272727272728
really fun well maybe;good;0.00019075356385008017;0.6740088105726874
really fun maybe good;well;0.00019075356385008017;0.3873417721518988
fun well maybe good;really;0.00019075356385008017;0.5751879699248121
really fun well;good one;0.0007767285639124179;0.2905783582089552
really fun one;good well;0.0007767285639124179;0.2013574660633484
fun well one;really good;0.0007767285639124179;0.2606694560669456
fun well good;really one;0.0007767285639124179;0.23194341027550258
really fun well one;good;0.0007767285639124179;0.6042677012609118
really fun well good;one;0.0007767285639124179;0.5261824324324325
really fun one good;well;0.0007767285639124179;0.37895377128953767
fun well one good;really;0.0007767285639124179;0.5085714285714286
really fun maybe;good one;0.00028176670215763474;0.3424242424242424
fun maybe one;really good;0.00028176670215763474;0.3104395604395604
fun maybe good;really one;0.00028176670215763474;0.28826530612244894
really fun maybe one;good;0.00028176670215763474;0.6042780748663101
really fun maybe good;one;0.00028176670215763474;0.5721518987341773
fun maybe one good;really;0.00028176670215763474;0.5552825552825553
really tour needed;great one;2.3688351066349823e-05;0.22352941176470587
really tour needed one;great;2.3688351066349823e-05;0.41304347826086957
really tour needed great;one;2.3688351066349823e-05;0.5588235294117647
tour needed one great;really;2.3688351066349823e-05;0.41304347826086957
really well maybe;good one;0.001433768617173805;0.39356605065023953
really maybe one;good well;0.001433768617173805;0.24494142705005323
well maybe one;really good;0.001433768617173805;0.3206021745190967
well maybe good;really one;0.001433768617173805;0.28416110699283414
really well maybe one;good;0.001433768617173805;0.6845238095238094
really well maybe good;one;0.001433768617173805;0.593089221248066
really maybe one good;well;0.001433768617173805;0.38577658503857765
well maybe one good;really;0.001433768617173805;0.5208333333333333
really order maybe;back go;0.0008814560107320698;0.28939828080229224
order maybe back;really go;0.0008814560107320698;0.2548666186012978
order maybe go;really back;0.0008814560107320698;0.26302083333333337
really order maybe back;go;0.0008814560107320698;0.5724696356275304
really order maybe go;back;0.0008814560107320698;0.617467248908297
really maybe back go;order;0.0008814560107320698;0.33176912247771
order maybe back go;really;0.0008814560107320698;0.47101932045303135
time come many;good like;0.0014350153724930867;0.29183569979716023
come like many;time good;0.0014350153724930867;0.28883312421580926
come many good;time like;0.0014350153724930867;0.288543494610178
time come like many;good;0.0014350153724930867;0.5507177033492823
time come many good;like;0.0014350153724930867;0.5966822187662001
time like many good;come;0.0014350153724930867;0.2770156438026474
come like many good;time;0.0014350153724930867;0.5398686679174484
us tour needed;great one;3.615590425916552e-05;0.23199999999999998
tour needed one;us great;3.615590425916552e-05;0.23577235772357724
tour needed great;us one;3.615590425916552e-05;0.30526315789473685
us tour needed one;great;3.615590425916552e-05;0.4461538461538461
us tour needed great;one;3.615590425916552e-05;0.4915254237288135
tour needed one great;us;3.615590425916552e-05;0.6304347826086957
fun well maybe;good one;0.00021444191491643;0.39090909090909093
fun maybe one;good well;0.00021444191491643;0.23626373626373626
fun maybe good;well one;0.00021444191491643;0.2193877551020408
fun well maybe one;good;0.00021444191491643;0.6254545454545455
fun well maybe good;one;0.00021444191491643;0.6466165413533835
fun maybe one good;well;0.00021444191491643;0.42260442260442266
experience order usually;good food;0.00042763707451357844;0.38933030646992056
experience food usually;good order;0.00042763707451357844;0.2083839611178615
experience order food usually;good;0.00042763707451357844;0.6169064748201439
experience order usually good;food;0.00042763707451357844;0.6660194174757281
experience food usually good;order;0.00042763707451357844;0.3507157464212679
need clean work;like even;0.00019574058512720645;0.2110215053763441
need clean like even;work;0.00019574058512720645;0.266553480475382
need clean like work;even;0.00019574058512720645;0.44985673352435535
need clean even work;like;0.00019574058512720645;0.5880149812734082
clean like even work;need;0.00019574058512720645;0.2456964006259781
really us tour needed;great one;1.6207819150660405e-05;0.2826086956521739
really tour needed one;us great;1.6207819150660405e-05;0.2826086956521739
really tour needed great;us one;1.6207819150660405e-05;0.38235294117647056
us tour needed great;really one;1.6207819150660405e-05;0.22033898305084743
tour needed one great;really us;1.6207819150660405e-05;0.2826086956521739
really us tour needed one;great;1.6207819150660405e-05;0.5
really us tour needed great;one;1.6207819150660405e-05;0.5909090909090908
really tour needed one great;us;1.6207819150660405e-05;0.6842105263157895
us tour needed one great;really;1.6207819150660405e-05;0.44827586206896547
fun well maybe;really good one;0.00013340281916312795;0.24318181818181817
really fun well maybe;good one;0.00013340281916312795;0.4713656387665198
really fun maybe one;good well;0.00013340281916312795;0.28609625668449196
really fun maybe good;well one;0.00013340281916312795;0.2708860759493671
fun well maybe one;really good;0.00013340281916312795;0.38909090909090904
fun well maybe good;really one;0.00013340281916312795;0.40225563909774437
fun maybe one good;really well;0.00013340281916312795;0.2628992628992629
really fun well maybe one;good;0.00013340281916312795;0.66875
really fun well maybe good;one;0.00013340281916312795;0.6993464052287581
really fun maybe one good;well;0.00013340281916312795;0.4734513274336283
fun well maybe one good;really;0.00013340281916312795;0.6220930232558138
